courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
444,82141,单选题,4,下列选项中（）是实现各民族共同繁荣的前提。,民族团结,民族平等,一国两制,民族平等团结,D
444,81913,单选题,3,我国（）明确指出：中华人民共和国各民族一律平等。,宪法,刑法,民族区域自治法,,A
444,81916,单选题,3,（）是各族人民的最高利益，各族人民都要继承和发扬爱国主义传统，自觉维护祖国的安全、荣誉和利益。,国家统一,发展教育,提高教育水平,,A
444,81843,单选题,4,习近平总书记强调：“加强中华民族大团结，长远和根本的是增强（），建设各民族共有精神家园，积极培养中华民族共同体意识。,文化认同,文化多样性,经济实力,经济发展,A
444,81898,单选题,4,习总书记说过，要把（）作为奋斗目标，确保少数民族和民族地区同全国一道实现全面小康和现代化。,各族人民对美好生活的向往,中华民族伟大复兴,中国共产党的廉洁,实现共产主义,A
444,82108,单选题,4,习近平总书记在谈到民族团结时提到，要坚持和发展中华民族共同体意识，这意味着什么。,增强民族自豪感,促进各民族交往交流交融,强化民族区域自治,维护民族地区稳定,B
444,82009,单选题,4,习近平总书记强调，铸牢中华民族共同体意识，既要做到看得见、摸得着的工作，也要做大量（）的事情。,“精准滴灌”,“滴水穿石”,“润物细无声”,“积沙成塔”,C
444,81867,单选题,4,中华民族共同体意识是指中华民族成员对与自己属于中华民族的认同感和归属感，以及对中华民族整体利益的认同和（）。,归属感,责任感,成就感,自豪感,B
444,82093,单选题,4,习近平总书记强调，要坚持和完善民族区域自治制度，这是我国的一项基本政治制度。以下哪项不是民族区域自治制度的核心内容。,自治权,平等权,发展权,管理国家事务的权利,D
444,81268,单选题,4,铸牢中华民族共同体意识，是习近平总书记对党的民族理论与时俱进的创新发展，是（）的最新成果。,马克思主义哲学理论中国化,马克思主义科学社会主义理论中国化,马克思主义民族理论中国化,马克思主义政治经济学理论中国化,C
444,82157,单选题,4,下列选项中不是民族政策的实施机构的是（）。,中央民族事务委员会,居委会,地方政府,少数民族自治地方政府,B
444,82140,单选题,4,下列选项中，印在人民币上的我国少数民族文字是（）。,藏文、蒙文、维文、壮文,藏文、哈萨克文、满文、壮文,苗文、回文、蒙文、维文,哈萨克文、藏文、维文、壮文,A
444,81887,单选题,4,习近平总书记指出，中华文明具有突出的（）。这从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚，决定了国土不可分、国家不可乱、民族不可散、文明不可断的共同信念。,统一性,和平性,创新性,持续性,A
444,82091,单选题,4,习近平总书记强调，要牢牢把握各民族共同团结奋斗、共同繁荣发展的主题。以下哪个选项符合这一观点。,把促进交往交流交融作为加强民族团结的根本途径，推动各族群众逐步实现在空间、文化、经济等方面的全方位嵌入,加快培养一支懂理论、懂政策、懂方法，善于联系群众的高素质专业化干部队伍,深化民族团结进步教育，引导各族群众牢固树立休戚与共、荣辱与共理念,加强宣传教育，营造人人关心支持参与民族团结进步事业的浓厚氛围,A
444,82045,单选题,4,增强各族群众“三个意识”指：国家意识、公民意识、（）。,法治意识,环境意识,平等意识,发展意识,A
444,82047,单选题,4,为创新推进各民族交往交流交融，不断铸牢中华民族共同体意识，2022年起国家民委会同有关部委共同实施的“三项计划”是（），各族群众互嵌式发展计划，旅游促进各民族交往交流交融计划。,各族青少年交流计划,各族会议计划,各族平等交流计划,各族共同发展计划,A
444,82095,单选题,4,习近平总书记强调，要全面贯彻党的民族政策，加强民族团结教育。以下哪项不属于民族团结教育的范畴。,爱国主义教育,宗教信仰教育,中华文化传承教育,社会主义核心价值观教育,B
444,81999,单选题,4,中央第四次民族工作会议召开的时间是（）。,2009年,2011年,2013年,2014年,D
444,81918,单选题,3,民族地区存在的困难和问题，归根结底要靠（）来解决。,艰苦奋斗,发展,解放思想,,B
444,81869,单选题,4,制造各民族共居共学共事共乐的社会环境是铸牢中华民族共同体意识的（）基础。,经济,文化,生态,社会,D
444,82134,单选题,4,以下选项中，以“孔雀舞”著称的少数民族是？（）,土家族,傣族,汉族,回族,B
444,82088,单选题,4,习近平总书记在中央新疆工作座谈会上强调，铸牢中华民族共同体意识是新时代党的治疆方略的核心要义。以下哪个选项符合这一观点。,加强和改善党的领导，牢牢把握新疆工作主动权,坚持以人民为中心的发展思想，推动新疆经济高质量发展,坚持依法治理与以德润心相结合，促进社会和谐稳定,推进文化交流互鉴，增强各族群众对中华文化的认同感,A
444,82026,单选题,4,习近平总书记在中央民族工作会议讲话中强调，要尊重差异、包容多样，通过扩大（），创造各族群众共居、共学、共事、共乐的社会条件，让各民族在中华民族大家庭中手足相亲、守望相助。,友好往来,交往交流交融,交往,交流,B
444,81906,单选题,3,我国民族关系中的“三个不离开”指（）。,汉族离不开少数民族，少数民族离不开汉族，各少数民族之间也相互离不开,民族关系的和谐离不开经济发展，离不开民族政策教育，离不开法制建设,各民族的团结离不开共同繁荣，离不开共同发展，离不开共同进步,,A
444,82118,单选题,4,以下选项中，我国少数民族最多的省份是？（）,云南,新疆,贵州,广西,A
444,82143,单选题,4,下列少数民族自治区中（）是我国成立最早的民族自治区。,内蒙古自治区,西藏自治区,新疆维吾尔自治区,广西壮族自治区,A
444,81840,单选题,4,发展是解决民族地区各种问题的基础和关键，民族地区高质量发展必须聚焦铸牢（）。,坚持党的中心领导思想,新发展理念,中国特色社会主义思想,中华民族共同体意识,D
444,82062,单选题,4,习近平总书记指出，要着眼建设中华民族（），不断构筑中华民族共有精神家园。,古代文明,革命历史,远古文明,现代文明,D
444,81878,单选题,4,铸牢中华民族共同体意识，在民族认同层面要处理好（）的关系,“多元”与“一体”,“相同”与“不同”,“汉族”与“少数民族”,“相似性”与“差异性”,A
444,81911,单选题,3,创造各民族共居共学共事共乐的社会环境是筑牢中华民族共同体意识的（）基础。,经济,文化,社会,,C
444,81889,单选题,4,民族团结是民族工作的（），要把加强民族团结作为战略性、基础性、长远性工作来。,延长线,主要线,幸福线,生命线,D
444,82144,单选题,4,下列选项中（）是我国最大的自治区。,新疆维吾尔,西藏,内蒙古,广西藏族,A
444,82014,单选题,4,（）是中华民族伟大复兴必定要实现的根本保证。,各族人民亲如一家,各民族大团结,各民族共同繁荣,各民族团结奋斗,A
444,82057,单选题,4,习近平总书记关于加强和改进民族工作的重要思想，是对党百年来民族工作发展历程特别是新时代民族工作历史性成就和宝贵经验的（）。,直接继承,大胆创新,科学总结,批判继承,C
444,81850,单选题,4,中国是统一的多民族国家，以中华民族多元一体为（）。,根本任务,显著特征,最高追求,核心思想,B
444,81855,单选题,4,习近平总书记在中央民族工作会议中指出，加强和完善党的全面领导，是做好新时代党的民族工作的（）。,思想引领,核心工作方针,根本目标,了根本政治保证,D
444,81851,单选题,4,迈上新征程，我们要认真贯彻落实党的（）大精神要求，坚持以习近平总书记关于加强和改进民族工作的重要思想为指导，不断推动新时代新征程边疆地区民族工作高质量发展。,十七,十八,十九,二十,D
444,81908,单选题,3,"被誉为""中国三大英雄史诗""的是我国藏族的（)、蒙古族的《江格尔》、柯尔克孜族的《玛纳斯》。",《饮膳正要》,《福乐智慧》,《格萨尔》,,C
444,81897,单选题,4,习近平总书记强调，要搞好民族地区各级各类教育，全面加强国家通用语言文字教育，不断提高各族群众的（）。,思想道德素质,科学文化素质,创新素质,奋进精神,B
444,82025,单选题,4,习近平总书记在中央民族工作会议讲话中要求，全党要牢记我国是统一的多民族国家这一基本国情，坚持把（）作为各民族根本利益。,维护民族团结和国家统一,维护稳定,各民族各自发展,经济发展,A
444,82125,单选题,4,以下选项中，民族的传统节日是“那达慕大会”的少数民族是？（）,蒙古族,哈萨克族,傣族,彝族,A
444,81888,单选题,4,中华民族的统一性，决定了（）永远是中国核心利益的核心。,民族富强,国家统一,人民幸福,社会安定,B
444,82102,单选题,4,习近平总书记在谈到民族团结进步创建活动时指出，要广泛深入开展民族团结进步创建活动，形成全社会共同关注和支持民族团结进步事业的良好氛围。以下哪项不属于民族团结进步创建活动的内容。,加强民族团结教育基地建设,开展民族文化艺术节活动,限制少数民族群众参与政治生活,加强民族团结进步宣传工作,C
444,82148,单选题,4,下列选项中（）指的是任何一个民族都应该在政治、经济、文化教育等方面享我国是统一的多民族国家，民受与其他民族平等的待遇。,保障权益原则,优先发展原则,民族团结原则,民族平等原则,D
444,81281,单选题,4,从经济视角铸牢中华民族共同体意识，最为重要的是增强各民族群众在发展过程中的（），在促进共同富裕的道路上实现中华民族伟大复兴。,得到感、幸福感,获得感、收获感,获得感、幸福感,收获感、幸福感,C
444,82120,单选题,4,以下选项中，民族的传统服装是“旗袍”的少数民族是？（）,满族,蒙古族,回族,哈萨克族,A
444,82021,单选题,4,总书记在2021年中央民族会议上提出，要正确（）的关系。,把握中华民族共同体意识和各民族意识,处理中华民族大家庭事务和各民族需求,看待中华民族未来发展方向和一些障碍,理解中华民族大家庭物质文明与精神文明,A
444,81875,单选题,4,新时代实现中华民族伟大复兴的中国梦，要以（）为主线，以社会主义核心价值观为引领。,两个百年奋斗目标,铸牢中华民族共同体意识,共同理想,全面建成小康社会,B
444,82060,单选题,4,习近平总书记在《铸牢中华民族共同体意识　推进新时代党的民族工作高质量发展》中指出党的（）以后，全国各族人民迈上了以中国式现代化全面推进强国建设、民族复兴伟业的新征程，党的民族工作面临新的形势和任务。,十八大,十九大,二十大,十七大,C
444,82106,单选题,4,在民族工作中，习近平总书记强调要坚持以人民为中心的发展思想，这一思想体现在民族工作的哪一方面。,保障民族地区民生,推动民族地区经济发展,加强民族团结,保护民族文化遗产,A
444,81874,单选题,4,铸牢中华民族共同体意识是（）关于民族理论的重大原创性论断,毛泽东,邓小平,江泽民,习近平,D
444,82123,单选题,4,以下选项中，我国少数民族中人口最少的是哪一个民族？（）,珞巴族,仡佬族,塔吉克族,乌孜别克族,A
444,82018,单选题,4,中央民族工作会议召开了（）次？,3,4,5,6,C
444,82098,单选题,4,习近平总书记在谈到民族地区发展时指出，要加大对民族地区的支持力度，帮助其加快发展步伐。以下哪项不是支持民族地区发展的措施。,加大财政转移支付力度,加强基础设施建设,限制民族地区资源开发,提高教育水平,C
444,81881,单选题,4,党的（）以来，以习近平同志为核心的党中央因应国内国际形势的发展变化，不断丰富和发展党的民族理论和民族政策，就民族工作作出一系列重大决策部署。,十七大,十八大,十九大,二十大,B
444,81901,单选题,3,筑牢中华民族共同体意识，就是要引导各族人民牢固树立（）的共同体理念。（1）休戚与共（2）荣辱与共（3）生死与共（4）命运与共,（1）（2）（3）,（2）（3）（4）,（1）（2）（3）（4）,,C
444,81868,单选题,4,中华民族共同体意识能够促进中华民族的传统文化传承和发展，保护和弘扬中华民族的（）。,优秀传统文化,革命文化,社会主义先进文化,儒家文化,A
444,81915,单选题,3,民族自治地方的自治机关录用工作人员的时候，对实行区域自治的民族和其他少数民族的人员应当给予（）。,优先录用,适当的照顾,必须录用,,B
444,81892,单选题,4,党和国家对待少数民族风俗习惯问题的基本政策是（）。,尊重少数民族的风俗习惯，各民族都有保持或者改革本民族风俗习惯的自由,尊重少数民族的风俗习惯，各民族没有保持或者改革本民族风俗习惯的自由,各民族保持或者改革本民族风俗习惯需要经过其他民族同意,各民族不需要保持或者改革本民族风俗习惯,A
444,81286,单选题,4,习近平总书记指出，民族团结是我国各族人民的（），中华民族共同体意识是民族团结之本。,生命线,关键线,基本线,根本线,A
444,81998,单选题,4,在中央第四次民族工作会议中，习近平总书记提出我国民族工作的中心内容是“加强中华民族大团结，长远和根本的是增强（），建设各民族共有精神家园，积极培养中华民族共同体意识”。,文化认同,政治认同,思想认同,地域认同,A
444,82164,单选题,4,下列选项中为中华人民共和国解决民族问题的基本制度的是（）。,联邦制,中国共产党领导的多党合作与政治协商制度,人民代表大会制度,民族区域自治制度,D
444,82036,单选题,4,下列哪条不是1992年中央民族工作会议召开的背景,党的十一届三中全会之后，我国民族工作领域进行了拨乱反正，民族工作回到了正确的发展轨道。,我国正处于“两个一百年”奋斗目标的历史交汇期。,随着改革开放的深入和经济建设的发展，民族工作也面临着新的形势和任务。,上世纪80年代末90年代初，世界上一些国家和地区因民族问题导致动荡乃至分裂，民族问题成为国际社会普遍关注的问题之一。,B
444,82075,单选题,4,推动新时代党的民族工作高质量发展需全面履行党组（）主体责任，聚焦铸牢中华民族共同体意识，加强中华民族共同体建设主责主业，把优秀的干部任用到合适的岗位上，推动全委系统干部转观念、转职能、转作风。,为人民服务,选人用人,领导核心,政治建设,B
444,81864,单选题,4,做好新时代党的民族工作，要重点把握好共同性和差异性的关系、中华民族共同体意识和各民族意识的关系、中华文化和各民族文化的关系、（）。,生活和工作的关系,物质和精神的关系,民族和国家的关系,政治和文化的关系,B
444,82124,单选题,4,以下选项中，民族的传统节日是“雪顿节”的少数民族是？（）,藏族,傣族,彝族,哈尼族,A
444,81884,单选题,4,要构建科学完备的中华民族共同体理论体系，立足中华民族悠久历史，把马克思主义民族理论同中国具体实际相结合、同（）相结合，推出立足中国历史、解读中国实践、回答中国问题的原创性理论成果。,中国所有传统文化,世界各族文化,中国当代文化,中华优秀传统文化,D
444,81267,单选题,4,中华民族共同体意识是（）、（）、（）。,国家统一之基、民族团结之本、精神力量之魂,民族统一之基、国家团结之本、精神力量之魂,民族统一之基、民族团结之本、精神力量之魂,国家统一之基、民族团结之本、精神力量源泉,A
444,81885,单选题,4,如何把铸牢中华民族共同体意识工作抓实抓细？,用鲜活故事滋润人心,由各族人民共同讲述,以媒体融合发展提升效果,以上都是,D
444,82007,单选题,4,中央民族工作会议强调，要形成党委统一领导、政府依法管理、统战部门牵头协调、民族工作部门履职尽责、（）、全社会共同参与的新时代党的民族工作格局。,各部门各负其责,各部门分工协作,各部门通力合作,各部门协同配合,C
444,81865,单选题,4,“铸牢中华民族共同体意识”于（）写入党章。,党的十八大,党的十九大,党的十七大,党的十六大,B
444,82031,单选题,4,党的民族工作理论和实践的智慧结晶、新时代党的民族工作的根本遵循是（）。,中国特色社会主义文化,新时代中国特色社会主义理论体系,习近平总书记关于加强和改进民族工作的重要思想。,民族自治方针,C
444,82080,单选题,4,习近平总书记指出，要始终坚持中国特色解决民族问题的正确道路，用党关于加强和改进民族工作的重要（）和指导中华民族共同体理论体系建设。,思想统领,思想指导,政治统领,政治引导,A
444,82067,单选题,4,党的二十大以后，全国各族人民迈上了以中国式现代化全面推进强国建设、民族复兴伟业的新征程，党的民族工作面临新的形势和任务，呈现新的阶段性特征，铸牢中华民族共同体意识正在从单项突破迈向（）推进。,双向,三向,四方,系统,D
444,81859,单选题,4,高等院校开设“铸牢中华民族共同体意识”课的目的，就是要帮助青年学生树立一种科学的（）,世界观,价值观,人生观,民族观和宗教观,D
444,82154,单选题,4,下列选项中指的是民族政策中的人口政策的是（）。,对于少数民族地区应该给予特别支持和帮助，在财政、税收、经融、产业等方面予以资金和政策上的支持,对于人口较少的少数民族地区，应该采取措施鼓励生育，并采取措施保障少数民族人口的合法权益,对于民族的文化遗产应该予以严格保护、传承和发扬，对于民族的传统艺术、文学、文化活动应该予以鼓励和推广,对于少数民族地区应该加大教育投入，加强对少数民族教育的支持和帮助，鼓励和支持民族语言的教学和使用,B
444,82078,单选题,4,习近平总书记关于加强和改进民族工作的重要思想研讨会在（）召开，中共中央政治局常委、全国政协主席王沪宁出席并讲话。他表示，要深入贯彻习近平新时代中国特色社会主义思想和党的二十大精神，学深悟透习近平总书记关于加强和改进民族工作的重要思想，认真落实习近平总书记在主题教育工作会议上的重要讲话精神，深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，以高度责任感使命感做好新时代党的民族工作。,北京,上海,广州,深圳,A
444,82068,单选题,4,习近平总书记在二十届中央政治局第（）次集体学习时的重要讲话，将民族工作、中华民族现代文明、中国式现代化等全局工作贯通阐述、一体部署，充分体现了我们党对新时代民族工作历史方位、当代中国民族问题时代特征、中华民族共同体发展规律的系统把握和深刻洞察。,六,七,八,九,D
444,81856,单选题,4,习近平总书记深刻指出，中华文明具有突出的（），从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚，决定了国土不可分、国家不可乱、民族不可散、文明不可断的共同信念，决定了国家统一永远是中国核心利益的核心，决定了一个坚强统一的国家是各族人民的命运所系。,同源性,多样性,相似性,统一性,D
444,81844,单选题,4,中国式现代化和中华民族共同体建设，是（）同中国具体实际相结合、同中华优秀传统文化相结合的生动体现，是马克思主义中国化时代化的最新成果，深刻回答了中华民族“从哪里来、到哪里去”的时代之问。中国式现代化是中华民族共同体的现代化。,马克思主义基本原理,人类命运共同理念,国际经济局势,丝绸之路建设,A
444,82149,单选题,4,下列选项中（）指的是优先发展原则。,任何一个民族都应该在政治、经济、文化、教育等方面享受与其他民族平等的待遇,各民族之间应该相互促进团结友好关系，共同维护国家的统一和社会稳定,针对不同民族的文化、风俗、习惯和传统应该予以尊重、保护和维护其合法权益,对于人口较少、经济发展较落后的少数民族地区应该基于特别支持和帮助，优先发展,D
444,81873,单选题,4,铸牢中华民族共同体意识，需要增强对（）的自觉认同。,中国共产党,中华文化,中国特色社会主义制度,民族区域自治制度,B
444,81848,单选题,4,（）是我国各族人民的生命线。,经济基础,文化统一,民族团结,党的领导,C
444,82094,单选题,4,习近平总书记指出，民族团结是各族人民的生命线。以下哪项不是促进民族团结的措施。,加强各民族交往交流交融,尊重各民族风俗习惯,强化各民族之间的经济差异,维护社会稳定,C
444,82063,单选题,4,以中华民族大团结促进中国式现代化，要促进各民族广泛（）交流交融。,统一,交往,区分,同化,B
444,82071,单选题,4,要加强（）统战工作力量建设，着眼夯实基层基础，明确基层党组织在铸牢中华民族共同体意识工作中的目标、任务、重点，把铸牢中华民族共同体意识融入基层党的建设，纳入基层社会治理，使其在各族干部群众中更加入脑入心、落地生根。,领导人,基层,人民,政府,B
444,82115,单选题,4,以下选项中，民族的特色头饰是“小白帽”的少数民族是？（）,藏族,哈萨克族,傣族,回族,D
444,82027,单选题,4,铸牢中华民族共同体意识，就是要引导各族人民牢固树立休戚与共、荣辱与共、生死与共、（）的共同体理念。,患难与共,廉耻与共,生活与共,命运与共,D
444,81882,单选题,4,习近平总书记突出强调把铸牢中华民族共同体意识作为新时代党的民族工作的主线、作为民族地区各项工作的主线，这是从坚持“两个结合”、着眼“两个大局”的高度作出的重大战略考量，对做好新时代党的（）和民族地区工作具有定向引航的重要指导意义。,社会工作,国家工作,民族工作,主要工作,C
444,82032,单选题,4,2021年中央民族工作会议的最大成果是什么？,总结提出了习近平总书记关于加强和改进民族工作的重要思想。,提出了民族区域自治方针,提出西部大开发战略,指出我国少数民族分布特点,A
444,82104,单选题,4,习近平总书记指出，要尊重和保护各民族的合法权益，依法打击侵犯民族权益的行为。以下哪项不属于侵犯少数民族人民权益的行为。,歧视少数民族群众,强迫同化少数民族文化,保护少数民族传统习俗,破坏民族团结的言行,C
444,82001,单选题,4,必须促进各民族（）促进各民族在理想、信念、情感、文化上的团结统一，守望相助、手足情深。,交往交流交融,交流交换交互,交互交际交替,交换交替交互,A
444,82156,单选题,4,下列选项中指的是民族政策中的教育政策的是（）。,对于少数民族地区应该给予特别支持和帮助，在财政、税收、金融、产业等方面予以资金和政策上的支持,对于人口较少的少数民族地区，应该采取措施鼓励生育，并采取措施保障少数民族人口的合法权益,对于民族的文化遗产应该予以严格保护、传承和发扬，对于民族的传统艺术、文学、文化活动应该予以鼓励和推广,对于少数民族地区应该加大教育投入，加强对少数民族教育的支持和帮助，鼓励和支持民族语言的教学和使用,D
444,81842,单选题,4,习近平在中共中央政治局第九次集体学习时指出，铸牢中华民族共同体意识，需要构建科学完备的中华民族共同体理论体系。要立足（），把马克思主义民族理论同中国具体实际相结合、同中华优秀传统文化相结合，遵循中华民族发展的历史逻辑、理论逻辑，科学揭示中华民族形成和发展的道理、学理、哲理。,人类命运共同体理论,中国先进现代科技,中华民族悠久历史,中华民族大团结,D
444,81269,单选题,4,我国在近代遭受西方列强侵略的危难中没有四分五裂，一个重要基础就在于历史赋予中华民族共同体团结统一的（）。,内部动力,内生动力,无限源泉,无限动力,B
444,81917,单选题,3,我国民族自治地方的面积占全国总面积的比例是（）。,占50%,占64%,占75%,,B
444,82011,单选题,4,2018年3月21日，中共中央印发的《深化党和国家机构改革方案》中提出，（）统一领导国家民族事务委员会。,中央统战部,中央宣传部,中央组织部,中央办公厅,A
444,82042,单选题,4,2021年中央民族工作会议指出，民族地区好干部“四个特别”标准是：维护党的集中统一领导态度特别坚决、明辨大是大非立场特别清醒、铸牢中华民族共同体意识行动特别坚定、（）。,坚持民族团结发展特别真挚,坚持民族平等特别真挚,热爱和谐社会特别真挚,热爱各族群众感情特别真挚。,D
444,81912,单选题,4,宪法规定：全国人民代表大会由省、自治区、直辖市和军队选出的代表组成。各少数民族都应当有（）的代表。,一定比例,一定数量,适当名额,一定名额,C
444,82023,单选题,4,我国的基本民族政策是（）。,民族不分大小一律平等,民族团结,民族区域自治,民族共同繁荣,C
444,82024,单选题,4,各民族（），共同繁荣发展，是新世纪新阶段我国民族工作的主题。,同步建成小康,共同团结奋斗,和谐稳定,维护祖国统一，反对分裂,B
444,81907,单选题,4,民族自治地方的人民代表大会有权依照()，制定自治条例和单行条例。,当地民族的经济和社会发展状况,当地民族的社会各项事业的发展情况,当地民族的人文环境,当地民族的政治、经济和文化的特点,D
444,82038,单选题,4,1992年中央民族工作会议提出了民族工作的三句话：一是继续巩固和发展社会主义的民族关系，二是（），三是加快民族地区的经济发展和社会进步。,坚持和完善民族区域自治制度,推动民族工作有序发展,打造社会主义新型民族关系,发展新时代民族关系,A
444,82033,单选题,4,2021年中央民族工作会议提出，坚持正确的中华民族历史观必须树立“四个共同”理念，即：我们辽阔的疆域是各民族共同开拓的，我们悠久的历史是各民族共同书写的，我们灿烂的文化是各民族共同创造的，（）。,我们辉煌的文明是各民族共同打造的,我们强大的国家是各民族共同创造的,我们繁荣的社会是各民族共同发展的,我们伟大的民族精神是各民族共同培育的,D
444,81905,单选题,3,(）是一个国家、一个民族发展中更基本、更深沉、更持久的力量。,理论自信,制度自信,文化自信,,C
444,82050,单选题,4,截止到2023年，中共中央一共召开了（）次民族工作会议。,5次,4次,3次,6次,A
444,82039,单选题,4,1999年，江泽民同志在第二次中央民族工作会议上强调：“全党同志必须把（）、促进各民族共同发展和共同繁荣，作为整个社会主义初级阶段民族工作的行动纲领。”,加强民族团结,巩固民族关系,推动民族发展,打造民族关系,A
444,82101,单选题,4,习近平总书记指出，要尊重和保护各民族的合法权益，依法打击侵犯民族权益的行为。以下哪项不属于侵犯民族权益的行为。,歧视少数民族群众,强迫同化少数民族文化,保护少数民族传统习俗,破坏民族团结的言行,C
444,82163,单选题,4,下列选项中（）符合宪法序言规定。,我国是全国各族人民共同缔造的统一国家,我国是全国各族人民共同缔造的多民族国家,我国是全国各族人民共同缔造的共和国国家,我国是全国各族人民共同缔造的统一的多民族国家,D
444,81841,单选题,4,中共中央政治局（）月27日下午就铸牢中华民族共同体意识进行第九次集体学习。中共中央总书记习近平在主持学习时强调，铸牢中华民族共同体意识，就是要引导各族人民牢固树立休戚与共、荣辱与共、生死与共、命运与共的共同体理念。,九,十,十一,八,A
444,81902,单选题,3,实现中华民族伟大复兴的中国梦，就要以（）为主线，把民族团结进步事业作为基础性事业抓紧抓好。,铸牢中华民族共同体意识,共同繁荣发展,共同团结奋斗,,A
444,82116,单选题,4,以下选项中，民族的传统舞蹈“锅庄舞”的少数民族是？（）,藏族,彝族,傣族,哈尼族,A
444,82089,单选题,4,习近平总书记强调，要加强党对民族工作的领导，这是做好新时代民族工作的根本保证。以下哪个选项符合这一观点。,完善民族工作法律法规体系，确保各项工作有法可依、有章可循,建立健全民族工作协调机制，形成全社会共同参与的良好格局,加强宣传教育，引导各族群众牢固树立休戚与共、荣辱与共理念,打造高素质专业化民族工作干部队伍，提供有力的人才保障,B
444,82132,单选题,4,以下选项中，能够判断我国民族识别的依据是？（）,民族风俗和民族习惯,民族信仰和民族特征,民族特征和民族意愿,民族意愿和民族信仰,C
444,82044,单选题,4,2021年中央民族工作会议上强调的“三个离不开”是指：汉族离不开少数民族、少数民族离不开汉族、（）。,中国民族离不开世界各民族,各少数民族之间也相互离不开,中国离不开世界,世界离不开中国,B
444,82090,单选题,4,习近平总书记指出：“要坚持走中国特色解决民族问题的正确道路”。这一论述为我们指明了新时代民族工作的方向。以下哪个选项符合这一观点。,坚持和完善民族区域自治制度，不断推进国家治理体系和治理能力现代化,坚持马克思主义民族理论中国化时代化大众化,坚持各民族一律平等原则，保障各族群众合法权益和宗教信仰自由权利,加强国际交流合作，借鉴吸收各国优秀文明成果解决自身问题,A
