question,options,right_answer
"中华人民共和国公民有维护国家安全、荣誉和利益的义务,不得有危害国家安全、荣誉和利益的行为.","['正确', '错误']",['正确']
中央军事委员会统一领导我国边防、海防和空防的防卫工作.,"['正确', '错误']",['正确']
"2014年,习近平总书记在第二届全球核安全峰会上首次提出中国的核安全观时强调,我们要坚持理性、协调、并进的核安全观,把核安全进程纳入健康持续发展轨道.","['正确', '错误']",['错误']
"习近平总书记指出国泰民安是人民群众最基本、最普遍的愿望.实现中华民族伟大复兴的中国梦,保证人民安居乐业,()是头等大事.","['国家安全', '民族振兴', '人民幸福', '社会稳定']",['国家安全']
"按照《国家安全法》规定,国家反对一切形式的()主义和()主义,加强防范和处置恐怖主义的能力建设.","['恐怖极端', '民族极端', '民族恐怖', '分裂恐怖']","['恐怖极端', '民族极端']"
"国家机关及其工作人员在陆地国界工作中不履行法定职责,泄露国家秘密或者滥用职权、玩忽职守、徇私舞弊的,对直接负责的主管人员和()责任人员,依法给予处分.","['间接', '其他直接', '相关直接', '其他间接']",['其他直接']
"根据《中华人民共和国数据安全法》规定,国家建立数据安全应急处置机制.发生数据安全事件,有关主管部门应当依法启动应急预案,采取相应的应急处置措施,防止危害扩大,消除安全隐患,并及时向社会发布与公众有关的警示信息.","['正确', '错误']",['正确']
"根据《中华人民共和国生物安全法》规定,国家建立多次进境或者暂停后恢复进境的动植物、动植物产品、高风险生物因子国家准入制度.","['正确', '错误']",['错误']
"()年6月10日,十三届全国人民代表大会常务委员会第二十九次会议表决通过《中华人民共和国反外国制裁法》.","['2020', '2021', '2022', '2023']",['2021']
"党的()大报告提出,必须坚定不移贯彻总体国家安全观,把维护国家安全贯穿党和国家工作各方面全过程,确保国家安全和社会稳定.","['十八', '十九', '二十', '二十一']",['二十']
"网上交流可以发表涉及国家秘密的言论,可以涉及我军武器装备、军事部署、军事演习等敏感话题,可以发布涉及国家秘密的图片、视频、音频资料.","['正确', '错误']",['错误']
"国家安全应当坚持总体国家安全观,以()安全为宗旨,以()安全为根本,以()安全为基础.","['人民政治经济', '政治经济人民', '经济政治人民', '人民经济政治']",['人民政治经济']
"根据《中华人民共和国核安全法》规定,核设施所在地省、自治区、直辖市人民政府应当就影响公众利益的重大核安全事项举行听证会、论证会、座谈会,或者采取其他形式征求利益相关方的意见,并以适当形式反馈.()","['正确', '错误']",['正确']
"《中华人民共和国国家安全法》第十条指出,维护国家安全,应当坚持互信、互利、平等、协作,积极同外国政府和()开展安全交流合作,履行国际安全义务,促进共同安全,维护世界和平.","['各国使馆', '国际组织', '跨国公司', '维和部队']",['国际组织']
"根据《中华人民共和国国家安全法》规定,开展情报信息工作,应当充分运用(),加强对情报信息的鉴别、筛选、综合和研判分析.","['高科技手段', '现代科学技术手段', '秘密手段', '智能手段']",['现代科学技术手段']
"在处理事关国家安全的问题上,要严格遵守组织纪律和组织程序,做到().","['事前分析、事后汇报', '事前备案、事后汇报', '事前分析、事后汇报', '事前请示、事后汇报']",['事前请示、事后汇报']
"国家安全机关持续斗敌人、护公民、保项目、正视听,一张张被救同胞的笑脸、一次次远洋油轮的返航、一个个重大项目的落成、一位位国际友人的赞许,都成为国家安全机关护航“一带一路”行稳致远的不竭动力.","['正确', '错误']",['正确']
"()、公安机关依法搜集涉及国家安全的情报信息,在国家安全工作中依法行使侦查、拘留、预审和执行逮捕以及法律规定的其他职权.","['国务院', '最高人民法院', '地方政府', '国家安全机关']",['国家安全机关']
"《国家安全法》是为了维护国家安全,保卫人民民主专政的政权和中国特色社会主义制度,保护人民的根本利益,保障改革开放和社会主义现代化建设的顺利进行,实现中华民族的伟大复兴.","['正确', '错误']",['正确']
"根据《中华人民共和国生物安全法》规定,国家加强重大新发突发传染病、动植物疫情等生物安全风险防控的物质储备.()","['正确', '错误']",['正确']
"根据新修订的《中华人民共和国保守国家秘密法》规定,涉密人员在脱密期内,不得以任何方式泄露国家秘密；脱密期结束后,应当遵守国家保密规定,对知悉的国家秘密继续履行()义务.","['保密', '传播', '造谣', '贩卖']",['保密']
"中国一直以实际行动加大依法管理网络力度,推动网络数字领域国家安全法律制度体系建设,统筹国内法治和涉外法治,不断筑牢国家网络安全屏障","['正确', '错误']",['正确']
"《中华人民共和国国家安全法》第十八条指出,国家加强武装力量()、()、()建设,也就是人民军队的“三化”建设.","['革命化', '现代化', '正规化', '以上都是']",['以上都是']
"习近平总书记针对国际安全问题提出“既重视自身安全,又重视共同安全”,打造(),推动各方朝着互利互惠、共同安全的目标相向而行.”","['共同安全体', '综合安全体', '命运共同体', '安全共同体']",['命运共同体']
"根据《中华人民共和国数据安全法》规定,国家促进数据安全检测评估、认证等服务的发展,支持数据安全检测评估、认证等行业协会依法开展服务活动.","['正确', '错误']",['错误']
中央国家安全领导机构实行()、协调高效的国家安全制度与工作机制.,"['统分结合', '高度集中', '垂直领导', '集中统一']",['统分结合']
"中国人民解放军是中国共产党领导下的武装力量,是中国保卫国家主权和领土完整的的重要力量.解放军的历史最早可以追溯至().","['武昌起义', '黄花岗起义', '南昌起义', '五四运动']",['南昌起义']
2020年2月14日习近平总书记主持召开中央全面深化改革委员会第十二次会议并发表重要讲话强调要把()纳入国家安全体系.,"['海洋安全', '太空安全', '国防安全', '生物安全']",['生物安全']
"总体国家安全观所倡导的安全理念,摒弃了零和博弈、绝对安全、结盟理论等旧观念,在国际上树立起一种()的国家安全理念,体现了中国风格,展示了中国胸怀,彰显了中国智慧.","['绝对认同', '完全统一', '普遍包容', '独一无二']",['普遍包容']
"习近平总书记在二十大报告中指出,提高公共安全治理水平,就要().","['推进安全生产风险专项整治,加强重点行业、重点领域安全监管', '提高防灾减灾救灾和重大突发公共事件处置保障能力,加强国家区域应急力量建设', '强化食品药品安全监管,健全生物安全监管预警防控体系.加强个人信息保护', '以上都是']",['以上都是']
"以下选项中,()属于维护国家安全的工作？","['防范、制止和依法惩治危害国家安全的行为', '坚持预防为主、标本兼治', '积极同外国政府和国际组织开展安全交流合作,履行国家安全义务', '所有选项']",['所有选项']
维护国家主权、统一和领土完整是()的共同义务.,"['国家工作人员', '港澳同胞和台湾同胞', '国家安全机关工作人员', '包括港澳同胞和台湾同胞在内的全中国人民']",['包括港澳同胞和台湾同胞在内的全中国人民']
"1993年2月全国人民代表大会常务委员会通过的()规定,""中华人民共和国公民有维护国家的安全、荣誉和利益的义务,不得有危害国家的安全、荣誉和利益的行为.""","['《民法典》', '《中华人民共和国宪法》', '《中华人民共和国国家安全法》', '《刑法》']",['《中华人民共和国国家安全法》']
"习近平总书记在二十大报告中指出,推进国家安全体系和能力现代化,坚决维护国家安全和社会稳定,首要的是健全国家安全体系,以下选项中,属于健全国家安全体系的举措的有().","['坚持党中央对国家安全工作的集中统一领导,完善高效权威的国家安全领导体制', '强化经济、重大基础设施、金融、网络、数据、生物、资源、核、太空、海洋等安全保障体系建设', '健全反制裁、反干涉、反“长臂管辖”机制.', '以上都是']",['以上都是']
"公民和组织一旦发现有窃取、刺探、收买或者非法提供国家秘密或者情报,或者策动、引诱、收买国家工作人员叛变活动等危害中华人民共和国国家安全活动的行为或线索,应立即拨打全国统一的国家安全机关受理举报电话().","['12339', '12399', '12349', '12239']",['12339']
"根据《中华人民共和国国家安全法》规定,中央国家安全领导机构实行统分结合、协调高效的国家安全制度与工作机制.","['正确', '错误']",['正确']
"不具有记者身份的境外人员自行进行采访报道活动,属于非法采访行为.","['正确', '错误']",['正确']
下列哪一项行为不是我国刑法规定的间谍行为(),"['接受间谍组织及其代理人任务', '参加间谍组织', '扰乱社会公共秩序', '为敌人指示轰击目标']",['扰乱社会公共秩序']
国家对军事设施实行分类保护、确保重点的方针.,"['正确', '错误']",['正确']
"国家安全法明确:“国家安全是指国家()、()、()和领土完整、人民福祉、经济社会可持续发展和国家其他重大利益相对处于没有危险和不受内外威胁的状态,以及保障持续安全状态的能力.”","['政权统一主权', '统一政权主权', '主权政权统一', '政权主权统一']",['政权主权统一']
"国家制定并不断完善网络安全战略,明确保障网络安全的基本要求和主要目标,提出重点领域的网络安全政策、工作任务和措施.","['正确', '错误']",['正确']
以下哪个意识不是面对国家安全新形势新任务必须进一步加强的意识.,"['忧患意识', '大局意识', '责任意识', '使命意识']",['大局意识']
《反间谍法》的立法依据是《宪法》.,"['正确', '错误']",['正确']
"国家健全金融宏观审慎管理和金融风险防范、(),加强金融基础设施和基础能力建设,防范和化解系统性、区域性金融风险,防范和抵御外部金融风险的冲击.","['防御机制', '预防机制', '处理机制', '处置机制']",['处置机制']
"维护国家安全,应当遵守宪法和法律,坚持社会主义法治原则,尊重和保障人权,依法保护公民的权利和自由.","['正确', '错误']",['正确']
"资源安全的核心是保证各种重要资源()、稳定、可持续供应,在此基础上,追求以合理价格获取资源,以集约节约、环境友好的方式利用资源,保证资源供给的协调和可持续.","['多余', '充足', '剩余', '满足']",['充足']
"为了防范、制止和惩治间谍行为,维护国家安全,根据(),制定《中华人民共和国反间谍法》.","['宪法', '刑法', '保守国家秘密法', '中华人民共和国国家安全法']",['宪法']
"参加国际学术会议或在国外刊物上发表文章,要按规定办理审批手续.不为境外人员提供或代购内部读物和资料.","['正确', '错误']",['正确']
"《中华人民共和国国家安全法》除明确了政治安全、人民安全等领域的重点任务,还提出“根据经济社会发展和国家发展利益的需要,不断完善维护国家安全”,体现出了().","['全面性、一致性', '总结性、概括性', '动态性、开放性', '全局性、突出性']",['动态性、开放性']
"明知他人有间谍犯罪行为,在国家安全机关向其调查有关情况、收集有关证据时,拒绝提供的,应该由其所在单位或上级主管部门予以处分或由国家安全机关处()以下行政拘留,构成犯罪的依法追究刑事责任.","['15日', '20日', '30日', '10日']",['15日']
"根据《中华人民共和国反恐怖主义法》规定,应对处置恐怖事件,应当优先保护直接受到恐怖活动危害、威胁人员的人身安全.()","['正确', '错误']",['正确']
"党的二十大报告对推进国家安全体系和能力现代化作出了战略部署,为做好国家安全和社会稳定工作指明了方向,明确要求“必须坚定不移贯彻(),把维护国家安全贯穿党和国家工作各方面全过程,确保国家安全和社会稳定.”","['国家总体安全观', '总体国家安全观', '改革开放', '人类命运共同体理念']",['总体国家安全观']
人民是国家安全的参与者和().,"['管理者', '领导者', '配合者', '指挥者']",['管理者']
"()安全是民族复兴的根基,社会稳定是国家强盛的前提.","['信息', '国防', '人民', '国家']",['国家']
"维护国家安全是广大人民群众应有的使命和责任,()是国家未来发展的栋梁,理应参与其中.","['教师团体', '工人团体', '青少年学生', '行政人员']",['青少年学生']
"根据《国家安全法》的规定,公民和组织支持、协助国家安全工作的行为().","['有关部门应当给予表扬', '应当受到称赞', '受法律保护', '是正当行为']",['受法律保护']
"国家安全和社会稳定是改革发展的前提.只有国家安全和社会稳定,改革发展才能不断推进.","['正确', '错误']",['正确']
"《中华人民共和国国防动员法》第十一章第六十一条指出,()、()、()和(),应当组织所属人员学习和掌握必要的国防知识与技能.","['国家机关', '社会团体', '企业事业单位', '基层群众性自治组织', '以上都是']",['以上都是']
"政治安全攸关党和国家安危,其核心是政权安全和()安全,政治安全是国家安全的根本,经济、社会、网络、军事等领域安全的维系,最终都需要政治安全为前提条件；其他领域的安全问题,也会反作用于政治安全.","['制度', '政党', '法律', '组织']",['制度']
"根据《中华人民共和国国防法》第七章国防教育的内容,以下选项中,()的国防教育是全民国防教育的基础.","['家庭', '社会', '社区', '学校']",['学校']
"()根据全国人民代表大会的决定和全国人民代表大会常务委员会的决定,宣布进入紧急状态,宣布战争状态,发布动员令,行使宪法规定的涉及国家安全的其他职权.","['全国人民代表大会', '全国人民代表大会常务委员会', '中华人民共和国主席', '国务院']",['中华人民共和国主席']
"我们要以促进()安全为依托,统筹外部安全和内部安全、国土安全和国民安全、传统安全和非传统安全、自身安全和共同安全、统筹维护和塑造国家安全.","['国内', '国际', '国外', '亚太']",['国际']
"习近平总书记指出,必须坚持总体国家安全观,以人民安全为宗旨,以政治安全为根本,以经济安全为基础,以军事、文化、社会安全为保障,以促进国际安全为依托,走出一条中国特色国家安全道路.","['正确', '错误']",['正确']
国家安全工作应当统筹内部安全和外部安全、()、传统安全和非传统安全、自身安全和共同安全.,"['国土安全和国民安全', '政治安全和经济安全', '军事安全和文化安全', '文化安全和政治安全']",['国土安全和国民安全']
"微信、QQ、钉钉交流或网络求职中发现有要求提供党政、军工、科研单位涉密信息、内部敏感信息,或者高薪求购涉密资料、内部刊物等的,应视情况而定.","['正确', '错误']",['错误']
"对协助国家安全机关工作或者依法检举、控告的个人和组织,任何个人和组织不得压制和打击报复.","['正确', '错误']",['正确']
"核安全是国家安全的重要组成部分,与政治安全、军事安全、经济安全、生态安全等休戚相关.","['正确', '错误']",['正确']
"维护国家安全,应当与()相协调.","['文化发展', '经济社会发展', '文化发展', '生态发展']",['经济社会发展']
贯彻总体国家安全观要以()安全为宗旨.,"['人民', '生态', '政治', '经济']",['人民']
"长期以来,美国利用自身信息技术优势和“五眼联盟”等国家网络资源,对世界各国包括盟友进行大规模监听窃密,非法获取别国政要、企业和公民的海量数据,“黑客帝国”的真实面目早已人尽皆知.","['正确', '错误']",['正确']
"根据《中华人民共和国网络安全法》规定,省级以上人民政府有关部门在履行网络安全监督管理职责中,发现网络存在较大安全风险或者发生安全事件的,可以按照规定的权限和程序对该网络的运营者的法定代表人或者主要负责人进行训诫.网络运营者应当按照要求采取措施,进行整改,消除隐患.()","['正确', '错误']",['错误']
"社会安全是国家安全的重要内容,包括防范、消除、控制直接威胁社会公共秩序和()生命财产安全的治安、刑事、暴力恐怖事件,以及规模较大的群体性事件等.","['人民百姓', '全体公民', '全体人民', '人民群众']",['人民群众']
"根据《中华人民共和国数据安全法》规定,数据安全,是指通过采取必要措施,确保数据处于有效保护和合法利用的状态,以及具备保障持续()状态的能力.","['安全', '稳定', '隐蔽', '文明']",['安全']
"人民防空同()防空、()防空共同组成国土防空体系,是现代国防的重要组成部分,是国民经济和社会发展的重要方面,是现代城市建设的重要内容,是利国利民的社会公益事业.","['基地郊区', '要地野战', '郊区基地', '基地野战']",['要地野战']
"国家安全机关的工作人员依法执行任务时,依照规定出示相应证件,可以查验中国公民的身份证明,但无权查验境外人员的身份证明.","['正确', '错误']",['错误']
"国家安全是安邦定国的重要基石,()是全国各族人民根本利益所在.","['加快经济发展', '维护国家统一', '促进国际合作', '维护国家安全']",['维护国家安全']
"根据《中华人民共和国网络安全法》规定,网络安全,是指通过采取必要措施,防范对网络的攻击、侵入、干扰、破坏和不当使用以及意外事故,使网络处于稳定可靠运行的状态,以及保障网络数据的完整性、保密性、可用性的能力.()","['正确', '错误']",['错误']
"近年来,国家安全机关依法打击()安全领域的各类间谍窃密活动,重拳出击斩断境外伸向我种质资源的窃密“黑手”,防范制止粮食安全领域失泄密风险隐患,保障国家粮食安全战略顺利实施.","['网络', '国防', '主权', '粮食']",['粮食']
"维护生态安全直接关系人民群众福社,经济可持续发展和社会长久稳定,生态安全成为国家安全体系的重要组成部分和().","['根本', '目标', '基础', '基石']",['基石']
"在国家安全中,数据安全是目前非常核心的.","['正确', '错误']",['正确']
"为境外的机构、组织、人员窃取、刺探、收买、非法提供国家秘密的,依法追究刑事责任.","['正确', '错误']",['正确']
"“这是香港的历史时刻”.香港国安条例全票通过后,行政长官李家超表示,特区的宪制责任和历史使命终于完成,()得到有效保障.","['国家安全', '领土完整', '社会稳定', '经济增长']",['国家安全']
"国家根据维护国家安全工作需要,建立跨部门()工作机制,就维护国家安全工作的重大事项进行()研判,提出意见和建议.","['会商', '协商', '磋商', '分析']",['会商']
"《国家安全法》共4章14条,提纲挈领地明确了国家安全的内涵、工作原则、体制机制和总体要求,全面系统地规定了维护国家安全的任务、职责、制度、保障及公民、组织的义务和权利.","['正确', '错误']",['错误']
"根据《中华人民共和国生物安全法》规定,任何单位和个人发现传染病、动植物疫病的,应当及时向医疗机构、有关专业机构或者部门报告.","['正确', '错误']",['正确']
在境外受胁迫或者受诱骗参加敌对组织、间谍组织从事危害中华人民共和国国家安全的活动入境后通过所在单位及时向国家安全机关、公安机关如实说明情况并有悔改表现的(),"['处以十五日以下行政拘留', '应当从重处罚', '可以以钱代罚', '可以不予追究']",['可以不予追究']
()是反间谍工作的主管机关.,"['国家安全机关', '国家监察机关', '国务院', '全国人民代表大会']",['国家安全机关']
"网络安全与各安全领域相互交融、相互影响,已成为我国面临的最复杂、最现实、最严峻的()安全问题之一.","['非传统', '传统', '新型', '公共']",['非传统']
"海外利益是国家利益的重要组成部分.海外利益安全主要包括海外()安全、海上战略通道以及海外公民、法人的安全,其维护方式多种多样,如开展海上护航、撤离海外公民、应急救援.","['资产', '资源', '能源资源', '能源']",['能源资源']
"以下选项中,()属于维护国家安全关于文化方面的任务？","['国家坚持社会主义先进文化前进方向,继承和弘扬中华民族优秀传统文化', '培育和践行社会主义核心价值观', '防范和抵制不良文化的影响,掌握意识形态主导权', '所有选项']",['所有选项']
"《反间谍法》的立法目的是防范、制止和惩治间谍行为,维护国家安全.","['正确', '错误']",['正确']
"2015年7月1日,第十二届全国人民代表大会常务委员会第十五次会议通过,《中华人民共和国国家安全法》,其中规定每年4月15日为全民国家安全教育日.","['正确', '错误']",['正确']
"增强()意识,做到居安思危,是我们治党治国必须始终坚持的一个重大原则.我们党要巩固执政地位,要团结带领人民坚持和发展中国特色社会主义,保证国家安全是头等大事.","['爱国', '安全', '国防', '忧患']",['忧患']
"()和中央军事委员会建立协调机制,解决国防事务的重大问题.","['国务院', '全国人民代表大会', '国家安全机关', '全国人民代表大会常务委员会']",['国务院']
"根据《中华人民共和国生物安全法》规定,国家建立生物安全名录和清单制度.国务院及其有关部门根据生物安全工作需要,对涉及生物安全的材料、设备、技术、活动、重要生物资源数据、传染病、动植物疫病、外来入侵物种等制定、公布名录或者清单,并定期调整.()","['正确', '错误']",['错误']
每年4月15日为全民国家安全教育日.,"['正确', '错误']",['正确']
维护国家安全要坚持以()为宗旨.,"['人民安全', '国防安全', '网络安全', '主权安全']",['人民安全']
"国家安全机关对有关组织和个人的电子通信工具、器材等设备、设施查验中发现存在危害国家安全情形,且有关组织和个人拒绝整改或者整改后仍不符合要求的,可以予以().","['销毁', '变卖', '查封', '扣留']",['查封']
"()按照宪法规定,决定战争状态的宣布,决定全国总动员或者局部动员,决定全国或者个别省、自治区、直辖市进入紧急状态,行使宪法规定的和全国人民代表大会授予的涉及国家安全的其他职权.","['全国人民代表大会', '全国人民代表大会常务委员会', '中华人民共和国主席', '国务院']",['全国人民代表大会常务委员会']
"《国家平安法》规定,机关、团体和其他组织应当对本单位的人员进展()教育.","['职业道德教育', '维护国家平安教育', '政治思想教育', '职业技术教育']",['维护国家平安教育']
"根据《中华人民共和国刑法》规定,勾结外国,危害中华人民共和国的主权、领土完整和安全的,处无期徒刑或者十五年以上有期徒刑.()","['正确', '错误']",['错误']
"国家安全是指国家政权、主权、统一和领土完整、人民福祉、经济社会可持续发展和国家其它重大利益相对处于没有危险和不受内外威胁的状态,以及保障()的能力.","['绝对安全状态', '相对安全状态', '持续安全状态', '稳定安全状态']",['持续安全状态']
任何单位和个人都有()、配合有关部门开展反恐怖主义工作的义务.,"['隐瞒', '协助', '抵抗', '误导']",['协助']
《国家安全法》规定机关、团体和其他组织应当对本单位的人员进行()教育.,"['职业道德教育', '维护国家安全教育', '政治思想教育', '职业技术教育']",['维护国家安全教育']
"《反外国制裁法》反的是霸权主义和强权政治.该法规定了反制措施适用的情形对象、反制措施与反制裁工作协调机制及相关组织和个人义务等,充实了我国应对挑战、防范风险的法律“工具箱”,为依法反制外国歧视性措施提供了有力法治保障.","['正确', '错误']",['正确']
"习近平总书记在二十大报告中指出,我们要坚持以人民安全为宗旨、以政治安全为根本、以经济安全为基础、以军事科技文化社会安全为保障、以促进国际安全为依托,统筹外部安全和内部安全、()安全和()安全、传统安全和非传统安全、自身安全和共同安全,统筹维护和塑造国家安全,夯实国家安全和社会稳定基层基础,完善参与全球安全治理机制,建设更高水平的平安中国,以新安全格局保障新发展格局.","['国内国际', '国土国民', '国民国土', '国际国内']",['国土国民']
"经济安全是国家安全体系的重要组成部分,是国家安全的().","['基础', '发展', '目标', '纲领']",['基础']
以下哪项不属于国家安全的协同联动机制应用的范围？,"['部门之间', '企业之间', '地区之间', '中央与地方之间']",['企业之间']
"国家根据经济社会发展和()的需要,不断完善维护国家安全的任务.","['军事利益', '社会稳定大局', '国家发展利益', '国家安全']",['国家发展利益']
推进国家安全体系和治理能力现代化是贯彻国家总体安全观的().,"['基石', '必然要求', '根本引领', '基本要求']",['必然要求']
"根据《中华人民共和国网络安全法》规定,因维护国家安全和社会公共秩序,处置重大突发社会安全事件的需要,经国务院决定或者批准,可以在特定区域对网络通信采取限制等临时措施.()","['正确', '错误']",['正确']
"国家安全工作应当坚持总体国家安全观,以()为宗旨.","['人民安全', '政治安全', '经济安全', '社会安全']",['人民安全']
贯穿总体国家安全观思想方法不包括问题思维.,"['正确', '错误']",['正确']
"根据《国家安全法》第二条规定,国家安全是指国家政权,主权、统一和领土完整、人民福址、经济社会可持续发展和国家其他重大利益相对处于没有危险和不受内外威胁的状态,以及保障()的能力.","['安全状态', '生存状态', '持续生存状态', '持续安全状态']",['持续安全状态']
需要行政许可的建设项目为在重要国家机关、国防军工单位和其他重要涉密单位以及重要()设施的周边安全控制区域内新建、改建、扩建的建设项目.,"['公共', '基础', '军事', '民用']",['军事']
我国的()规定如果公民发现危害国家安全法的行为应当及时向国家安全机关报告.,"['宪法', '刑法', '保密法案', '国家安全法']",['国家安全法']
"党的十八大以来,习近平总书记创造性提出总体国家安全观,把我们党对国家安全的认识提升到了新的高度和境界,为破解我国国家安全面临的难题、推进新时代国家安全工作提供了基本遵循.","['正确', '错误']",['正确']
"境外非政府组织未登记设立代表机构,可以临时在中国境内开展活动.","['正确', '错误']",['错误']
"国家秘密的等级简称密级,国家密级分为三个等级：秘密、绝密、机密.其中秘密等级最高的是绝密.","['正确', '错误']",['正确']
"面对国家安全新形势新任务,我们必须进一步增强忧患意识,责任意识和使命意识.","['正确', '错误']",['正确']
"国家安全工作应当坚持总体国家安全观,以()为根本.","['人民安全', '政治安全', '经济安全', '社会安全']",['政治安全']
国家安全机关的工作人员依法执行任务时依照规定出示相关证件有权查验中国公民或者境外人员的().,"['亲属关系', '财产状况', '身份证明', '就业情况']",['身份证明']
"根据《中华人民共和国反恐怖主义法》规定,出入境证件签发机关、出入境边防检查机关对恐怖活动人员和恐怖活动嫌疑人员,有权决定不准其出境入境、不予签发出境入境证件或者宣布其出境入境证件作废.()","['正确', '错误']",['正确']
"中国积极参与多边反恐合作机制,同数十个国家建立了会晤交流机制,通过联合行动、情报交流、司法合作等开展了大量卓有成效的反恐国际交流合作,为推动全球反恐怖事业发展贡献了().","['重要力量', '唯一动力', '经济基础', '军事力量']",['重要力量']
"数据安全保护和利用技术,促进公共数据资源(),推动技术创新和经济社会发展.","['开放', '保护', '传承', '发展']",['开放']
总体国家安全观是一个内容丰富、开放包容、()的思想体系.,"['兼收并蓄', '不断发展', '意味深长', '历史悠久']",['不断发展']
"《中国共产党政法工作条例》规定()应当以贯彻党中央精神为前提,对统筹本地区政法工作中事关维护国家安全特别是以政权安全、制度安全为核心的政治安全重要事项落实领导责任.","['当地党委政法委', '当地国家安全机关', '县级以上地方党委', '县级以上人民政府']",['县级以上地方党委']
"为使陆地国界保持通视,在陆地国界两侧一定宽度范围内开辟的通道是().","['通视道', '绿色通道', '安全通道', '分界道']",['通视道']
网信、电信、公安、国家安全等主管部门发现某单位网站信息中含有恐怖主义、极端主义内容的信息应当按照职责分工及时对该单位采取一定措施进行处理.以下措施不符合法律规定的是(),"['责令该单位停止传输信息', '责令该单位删除相关信息', '没收该单位所有互联网服务器\ue024停止互联网接入服务', '责令该单位关闭网站']",['没收该单位所有互联网服务器\ue024停止互联网接入服务']
"()是发展的基础,以立法形式维护国家安全是国际通行做法.","['经济', '和平', '团结', '安全']",['安全']
对被教唆、胁迫、引诱参与恐怖活动、极端主义活动或者参与恐怖活动、极端主义活动情节轻微尚不构成犯罪的人员公安机关应当组织有关部门、村民委员会、居民委员会、所在单位就读学校、家庭和监护人对其进行().,"['拘留', '帮教', '监管', '监视居住']",['帮教']
"设立全民国家安全教育日旨在提醒全体公民认清国家安全形势、增强危机忧患意识、树立国家安全观念,动员全党全社会共同努力,汇聚起维护国家安全的强大力量,夯实国家安全的()基础,防范化解各类安全风险.","['经济', '社会', '思想', '政治']",['社会']
"因协助反间谍工作,本人或者其近亲属的人身安全面临危险的,可以向国家安全机关请求予以保护.","['正确', '错误']",['正确']
"根据《中华人民共和国生物安全法》规定,县级以上人民政府有关部门应当依法开展生物安全监督检查工作,被检查单位和个人应当配合,如实说明情况,提供资料,不得拒绝、阻挠.()","['正确', '错误']",['正确']
"()根据宪法和法律,制定涉及国家安全的行政法规,规定有关行政措施,发布有关决定和命令；实施国家安全法律法规和政策；依照法律规定决定省、自治区、直辖市的范围内部分地区进入紧急状态；行使宪法法律规定的和全国人民代表大会及其常务委员会授予的涉及国家安全的其他职权.","['国务院', '中华人民共和国主席', '中央军事委员会', '全国人民代表大会']",['国务院']
"()依照宪法规定,决定战争和和平的问题,行使宪法规定的涉及国家安全的其他职权.","['国家安全机关', '全国人民代表大会', '国家主席', '国务院']",['全国人民代表大会']
根据《国家安全法》的规定下列说法错误的是(),"['公民支持、协助国家安全工作有权要求国家安全机关、公安机关采取有效措施\ue024防范、制止侵犯其合法权益的行为', '公民享有言论、出版、集会、结社、游行、示威的自由任何时候不受侵害', '公民对国家机关及其工作人员在国家安全工作中的违法失职行为有提出申诉、控告和检举的权利', '确因国家安全工作需要采取限制公民权利和自由的特别措施时应当依法进行并以维护国家安全的实际需要为限度.']",['公民享有言论、出版、集会、结社、游行、示威的自由任何时候不受侵害']
"()是人民群众最基本、最普遍的愿望,是改革发展的重要基础.","['身体健康', '世界和平', '祖国统一', '国泰民安']",['国泰民安']
间谍行为全国举报电话是()该热线由国家安全部设立是为了方便公民和组织向国家安全机关举报间谍行为或线索.,"['12339', '12333', '12315', '12348']",['12339']
"根据《中华人民共和国数据安全法》规定,国家建立健全数据交易监督制度,规范数据交易行为,培育数据交易市场.","['正确', '错误']",['错误']
"国家加强自主创新能力建设,加快发展自主可控的战略高新技术和()领域核心关键技术,加强知识产权的运用、保护和科技保密能力建设,保障重大技术和工程的安全.","['重要', '主要', '顶端', '基础']",['重要']
"与新发展格局相对应,构建新安全格局的一个重要要求就是处理好内部安全和外部安全的关系,在夯实国家安全内部基础的前提下,推进对外关系的发展,有效维护()安全.","['外国人', '邻国', '国际', '亚太']",['国际']
"2015年7月1日,第十二届全国人民代表大会常务委员会第十五次会议通过新的国家安全法.国家主席习近平签署第29号主席令予以公布.法律对政治安全、国土安全、军事安全、文化安全、科技安全等11个领域的国家安全任务进行了明确,共7章84条,自()年7月1日起施行.","['2013', '2014', '2015', '2016']",['2015']
"以人民安全为宗旨,以政治安全为根本,以经济安全为基础,以军事、科技、文化、社会安全为保障,以促进国际安全为依托.是总体国家安全观的五大要素.","['正确', '错误']",['正确']
下列行为中属于危害国家安全行为的有(),"['揭露政府的过错以非暴力言行要求政策的改变', '对国家政府官员的批评', '正常上访', '利用互联网传播对社会和国家的负面言论煽动群众颠覆政权']",['利用互联网传播对社会和国家的负面言论煽动群众颠覆政权']
"坚持国务院对国家安全工作的领导,建立集中统一、高效权威的国家安全领导体制.","['正确', '错误']",['错误']
"自觉学习国家安全保密常识,接受安全保密教育,提高安全防范意识.","['正确', '错误']",['正确']
涉及国家安全事项的建设项目行政许可权是国家()一项重要法定职权.,"['司法机关', '检察机关', '安全机关', '公安机关']",['安全机关']
"全国人民代表大会依照()规定,决定战争和和平的问题,行使()规定的涉及国家安全的其他职权.","['商法', '民法', '宪法', '刑法']",['宪法']
